key,value
2639,2682
405172,1653
155429,2785
764641,2903
346129,2555
334366,2249
218387,3883
869700,1710
556958,4860
367431,2825
926910,1275
59480,3045
493563,1625
849428,4768
496855,2366
672995,3254
257106,1279
975452,1226
644312,4068
465738,3379
143972,1559
672679,4742
295646,2804
3394,1456
160810,3322
815621,3139
460560,1198
524016,3374
424993,2883
162601,1354
642895,1940
363204,4351
545619,4614
948661,2349
7877,3040
543878,4236
282389,1064
3967,3283
958270,1764
672472,3648
354220,3347
815739,3838
72352,1719
594997,1041
964155,2458
758611,3143
241667,1214
475805,4966
516644,2428
231124,2108
451495,1828
602810,4396
440451,2682
802278,3823
336593,4056
476548,2048
634863,2173
787301,2896
638517,1952
697805,2757
849468,3769
585244,1415
728353,4879
706222,3679
634533,1595
129739,1257
952913,4264
190023,4595
721147,2252
771178,4819
71559,1383
983793,2239
445357,2550
511079,4099
499420,1995
938332,3929
278378,4176
773915,1484
743171,2228
482757,2038
308241,4128
204069,2693
490290,2590
34692,1896
607901,1901
355212,3678
680006,2859
817877,3568
46699,1117
891854,2483
436509,3144
529383,1973
412006,3344
415059,2838
180535,3372
184491,2345
292246,3521
271391,3245
28307,2051
108263,1208
64947,1233
923279,1589
556538,2035
738209,3145
909096,4147
61736,2118
749680,3753
800641,1895
505711,1938
909378,1462
161681,1422
392479,2795
983985,1133
205979,1658
392903,3756
132679,4043
985284,3343
741457,2516
237988,2787
688077,3003
715319,4829
352633,1129
475886,4440
333973,1168
334242,2026
320391,4153
433287,3721
329124,1567
170083,1254
448424,2739
549378,2445
815709,1233
495405,2946
375561,3270
813368,3656
77635,1738
312053,1449
555022,3446
425593,4504
101032,4865
861744,1544
67336,4778
923810,2057
636567,2210
293146,3403
301300,3067
18021,3025
505966,4663
852895,4319
345231,1448
578397,3248
198739,1382
209962,3462
336751,4484
172683,1351
173579,3529
948482,2601
738433,4868
854807,2222
270339,1633
536128,4841
258244,4672
288996,2078
294374,4126
775517,3218
73062,4193
399662,1055
221707,4033
415567,2141
979135,2285
679533,3728
77456,3679
823965,4693
476869,1711
951257,3839
653967,4970
255949,1500
483317,2614
628492,3683
683526,1818
411215,1245
634248,2358
643136,2201
292303,1466
641586,4055
80552,1017
739965,3815
183331,4944
291290,2981
722207,1295
988631,2074
262844,3894
911469,2359
677020,4070
726210,1237
253227,3251
976838,2008
141247,2721
386412,2219
564104,1121
243947,1213
209896,3905
421184,4852
421948,3481
142325,3737
934253,2928
940702,1512
35599,4443
141604,4155
587329,3129
963924,1342
101611,1410
323087,3685
496672,1667
699252,3457
305167,4966
158041,1613
487147,1863
726032,2708
765310,1771
943795,4368
520143,2265
905871,1760
408773,2910
284119,3051
106632,3370
374774,1465
144901,3090
687269,4590
129066,2397
916276,4707
150350,2834
560739,4195
373134,1216
656474,2417
720099,2695
235339,3738
116036,2640
739864,1788
892434,1655
656270,2844
966005,2558
3406,4844
511845,1845
574839,4937
277314,4803
959108,1224
465801,2151
792229,4884
275652,1125
159397,1530
932430,3722
162942,4330
434297,3020
141247,1598
123852,2812
463873,4641
202725,3368
403099,4802
146256,4649
583420,1917
382155,2416
992111,4760
231628,4016
760907,3077
213714,3392
702639,3604
705898,1227
386607,2073
395896,4919
341,2003
103054,2656
474313,2820
667549,3549
107303,3942
233286,2735
372221,2578
972926,3911
559124,3104
331267,1935
297516,1831
660421,4911
315408,4524
83175,4970
505401,1108
775835,4543
595472,4432
668227,1991
47377,2344
990142,3314
816880,1463
481946,4192
49820,3553
748679,3537
190475,4963
173342,1016
697165,3951
257081,2634
147533,1100
276301,4463
564621,4825
40677,2344
733030,4240
941646,2081
271688,4936
728950,4985
149276,1511
903711,2176
881127,3956
718418,2631
641614,4016
330175,2019
184738,4094
547350,2496
846331,4782
578166,3290
305330,4298
958797,2068
452151,4831
230035,3382
960269,2885
397395,3597
331157,4301
909773,4296
368868,2578
376400,3450
650254,3797
912865,3511
447956,2912
34656,4542
129184,2198
382909,1721
740443,3767
145173,4231
464661,2392
687269,4413
667862,1440
786719,4758
93107,2962
125739,2380
569576,2547
558225,2069
143596,4816
366398,3660
733222,4082
240400,3457
599748,1256
538503,3534
262620,2561
869952,4263
949974,2428
710204,2811
536563,3075
861311,2349
443745,1469
470599,1078
585895,4773
619904,1749
233744,4008
952222,1748
221978,4402
486821,1665
99998,3827
854613,3469
534153,2312
532965,4907
627688,1813
367461,1079
580349,2612
199937,4758
406649,1461
399486,3396
863065,2947
261485,4736
885337,2345
875420,4661
715539,3385
960554,3635
19108,4607
71210,2167
862122,4822
373225,1131
981836,3083
823826,2286
680283,2154
901478,2752
887249,3555
658185,3388
305007,2097
997387,3271
156924,1017
324676,1136
564163,1334
636503,3591
642630,4386
83942,2895
485340,3094
909497,3118
769729,4797
950782,3517
897350,3870
983470,1562
66986,3919
138334,1636
357497,1575
640189,4437
469550,4066
761620,3023
962565,1943
757515,3311
12303,1092
848008,3484
773274,3613
50265,1752
842940,2064
834128,4428
240291,1459
203960,1813
426323,3014
178339,2960
247019,1844
971380,4831
273431,4687
49953,2523
591283,3542
606592,4088
211758,4634
671859,4841
489483,2796
235475,3267
736502,1027
953630,2146
385253,4383
271784,2933
309254,1111
575754,4772
835958,3104
222858,2608
243839,1492
958594,4081
566259,4473
822128,2257
37330,1482
885149,4626
251579,3226
679943,4635
894553,4592
832002,1543
962200,4706
473855,4529
856969,1233
425134,2091
657763,3754
958688,4738
45770,2518
287799,4486
226135,1582
449667,4706
216742,2718
247840,2488
883060,1437
403352,4212
163203,3015
361641,2555
774849,3192
262716,4446
752967,2713
146774,3069
133645,4828
89628,2191
742071,4830
687052,2100
649023,4488
129430,1207
940639,4604
601502,3677
506822,4237
736084,1114
584621,1478
801458,1572
509253,2603
772794,1513
592170,4563
101805,3446
747307,2505
390219,1173
721251,2034
293736,4092
145122,3837
147184,1045
595279,1930
801496,3096
855630,1290
692464,1765
683491,2097
724974,4417
243178,3129
141080,3502
690370,4011
496644,4065
160377,4164
202875,2077
742980,3860
750538,3077
526240,4949
435143,3822
523821,2774
971010,2829
131236,2786
374020,3633
363261,2124
343618,3693
476822,4243
985786,4020
687356,4831
218919,2291
867890,2398
886244,3660
901202,2406
271544,4633
144580,4630
795417,4997
731487,2263
901287,2410
222587,3830
194044,2348
824490,3991
30466,4007
819114,2476
629984,1218
707359,3142
922743,4442
424879,3218
255606,4146
442987,3369
583318,2500
43254,2049
733467,1011
386173,1870
64311,4704
146017,4552
755032,2775
117725,2485
508859,2301
676830,2665
175651,3328
799352,4732
551263,2795
611255,1553
967685,4591
565734,3617
69691,3620
881333,1167
962790,4076
586398,2197
159813,2747
526999,3126
679962,1024
865537,1593
143194,4345
950398,4505
62683,3219
406767,1057
976021,2631
890400,1267
736748,2580
315562,2423
803107,4970
552224,2523
791634,2567
558184,3688
520512,4640
233532,4706
923271,1371
298662,4600
479141,4531
1264,4045
704418,4532
9212,1608
350370,2832
630670,1035
787235,1638
308130,2878
683363,2791
878689,4896
548452,3243
603815,4717
360400,3989
951231,1169
369889,4517
488426,1701
187299,2922
946408,4171
787195,3362
670451,4597
313221,2795
775359,2550
823625,2129
515325,1264
438026,4315
164636,2046
68643,4747
157101,3907
335682,4390
587084,2223
906943,2187
983926,3563
989542,4327
518914,1031
1748,1437
676073,3867
948360,1095
438163,4951
772767,4395
461433,1889
66323,4160
335447,2664
651738,4451
457525,4685
132232,3266
484510,1854
973092,1546
844498,3611
908278,2206
893040,2659
623857,1320
189945,2804
595033,4078
771511,3128
855605,4819
969839,2599
9644,2801
779883,1442
41885,1999
581268,4397
219781,1091
238841,1509
80466,4289
128052,2985
174917,4933
17159,4312
457532,4572
71105,2508
362196,4460
747018,4355
398312,1007
535291,4779
240073,2611
449852,4578
909602,1624
610268,2615
737293,2823
655764,1975
26341,3131
836635,3048
225987,2360
482583,1049
744455,1356
455300,1021
779826,1471
29659,2147
85420,3516
838368,3251
997831,1253
660285,4825
473442,4229
883199,1187
243098,1715
902400,3620
262096,2333
478797,3853
532519,4967
712045,1435
350853,1022
240684,2611
927403,2315
599301,1267
502211,2349
851835,1294
298289,4558
886964,2413
244010,1498
943101,2955
576345,2344
174940,2190
215013,1360
100062,1426
209307,1433
995230,4965
472099,1439
651677,2688
105974,3133
15479,4455
916891,4941
231162,2467
659601,1539
444655,4208
711655,1947
607382,4247
168829,3005
187420,3687
901021,3327
447760,3682
83281,4763
767425,4254
298932,1939
194656,3083
253691,4234
476980,2517
796891,4392
480415,2563
606723,4998
104190,3060
511169,3423
574072,1670
323506,3917
329246,4947
16950,2024
316568,1720
122869,1775
376273,1103
820626,2942
413210,2335
219404,2303
742682,1934
619538,4681
857888,3104
995894,4496
191678,2801
948721,3806
184893,3158
594095,2183
472273,4175
785793,3298
633408,3238
967860,4394
301635,3576
546382,3790
396212,2134
23116,1920
252547,4971
514829,4153
186807,2336
911069,4582
413962,2010
414553,2940
661231,2345
166040,1849
574766,3520
360809,2444
56256,2740
132669,2627
981674,2326
504561,3814
398366,4386
673578,2628
189096,1042
94481,1148
207692,2726
971222,3994
582096,1523
288595,1732
240425,4705
647296,4566
207300,4309
632432,1076
974343,2117
920911,2403
806636,3511
746120,3315
320376,1730
240624,3808
196443,3348
549482,2770
72629,2644
98713,1954
805145,2360
717528,3238
58404,4799
721572,4246
483195,1026
298009,1034
